Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,User_Score,Global_Sales_Log
3DS,2014,Strategy,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,7.8,0.06765864847381481
PS3,2009,Racing,Sony Computer Entertainment,0.0,0.05,0.0,0.01,0.07,8.4,0.06765864847381481
PS2,2004,Role-Playing,Avalon Interactive,0.03,0.03,0.0,0.01,0.07,4.1,0.06765864847381481
DS,2009,Misc,Tivola,0.04,0.02,0.0,0.01,0.07,7.1,0.06765864847381481
3DS,2014,Action,Namco Bandai Games,0.0,0.06,0.0,0.0,0.07,7.4,0.06765864847381481
3DS,2014,Adventure,Happinet,0.0,0.0,0.07,0.0,0.07,7.6,0.06765864847381481
SNES,1996,Misc,Nippon Telenet,0.0,0.0,0.07,0.0,0.07,7.1,0.06765864847381481
DS,2008,Adventure,Rising Star Games,0.06,0.0,0.0,0.0,0.07,7.1,0.06765864847381481
GBA,2005,Shooter,Sega,0.05,0.02,0.0,0.0,0.07,8.5,0.06765864847381481
PS,1998,Shooter,Konami Digital Entertainment,0.04,0.02,0.0,0.0,0.07,7.4,0.06765864847381481
DS,2007,Misc,Tommo,0.06,0.0,0.0,0.0,0.07,7.1,0.06765864847381481
GBA,2002,Action,Konami Digital Entertainment,0.05,0.02,0.0,0.0,0.07,7.4,0.06765864847381481
PC,2011,Strategy,Focus Home Interactive,0.01,0.05,0.0,0.01,0.07,5.6,0.06765864847381481
XB,2004,Strategy,Sega,0.05,0.01,0.0,0.0,0.07,8.0,0.06765864847381481
X360,2009,Simulation,D3Publisher,0.0,0.0,0.07,0.0,0.07,7.5,0.06765864847381481
GBA,2001,Shooter,Altron,0.05,0.02,0.0,0.0,0.07,7.4,0.06765864847381481
DS,2008,Platform,Brash Entertainment,0.06,0.0,0.0,0.0,0.07,7.7,0.06765864847381481
DS,2009,Misc,Ubisoft,0.06,0.0,0.0,0.0,0.07,7.1,0.06765864847381481
PS2,2006,Strategy,THQ,0.03,0.02,0.0,0.01,0.07,8.0,0.06765864847381481
GEN,1993,Action,Sega,0.0,0.0,0.07,0.0,0.07,7.4,0.06765864847381481
X360,2015,Action,Ubisoft,0.05,0.01,0.0,0.01,0.07,7.4,0.06765864847381481
PSV,2014,Role-Playing,Nippon Ichi Software,0.02,0.01,0.03,0.01,0.07,7.5,0.06765864847381481
X360,2011,Misc,Electronic Arts,0.06,0.0,0.0,0.0,0.07,7.1,0.06765864847381481
PS3,2007,Sports,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07,7.4,0.06765864847381481
DS,2008,Action,Ubisoft,0.06,0.0,0.0,0.0,0.07,6.0,0.06765864847381481
DS,2008,Sports,Atari,0.05,0.01,0.0,0.0,0.07,7.4,0.06765864847381481
PS,1996,Racing,Tomy Corporation,0.04,0.02,0.0,0.0,0.07,7.4,0.06765864847381481
XB,2003,Sports,Midway Games,0.05,0.01,0.0,0.0,0.07,8.8,0.06765864847381481
3DS,2014,Misc,FuRyu,0.0,0.0,0.07,0.0,0.07,7.1,0.06765864847381481
PS4,2015,Adventure,Revolution Software,0.0,0.06,0.0,0.01,0.07,7.2,0.06765864847381481
PC,2012,Action,Nordic Games,0.0,0.06,0.0,0.01,0.06,8.0,0.058268908123975775
PSV,2013,Role-Playing,Gust,0.0,0.0,0.06,0.0,0.06,7.8,0.058268908123975775
GBA,2001,Racing,THQ,0.05,0.02,0.0,0.0,0.06,7.4,0.058268908123975775
DS,2007,Adventure,Konami Digital Entertainment,0.01,0.01,0.05,0.0,0.06,7.6,0.058268908123975775
PS,1998,Strategy,Media Works,0.0,0.0,0.06,0.0,0.06,7.8,0.058268908123975775
X360,2014,Role-Playing,Deep Silver,0.02,0.04,0.0,0.0,0.06,4.4,0.058268908123975775
PSP,2008,Fighting,Irem Software Engineering,0.05,0.0,0.01,0.01,0.06,6.3,0.058268908123975775
XB,2004,Simulation,Take-Two Interactive,0.05,0.01,0.0,0.0,0.06,5.0,0.058268908123975775
XB,2005,Racing,Ubisoft,0.05,0.01,0.0,0.0,0.06,6.9,0.058268908123975775
PS2,2004,Role-Playing,Enterbrain,0.03,0.02,0.0,0.01,0.06,7.9,0.058268908123975775
GC,2005,Fighting,Namco Bandai Games,0.05,0.01,0.0,0.0,0.06,7.6,0.058268908123975775
PSV,2013,Strategy,Idea Factory,0.0,0.0,0.06,0.0,0.06,7.8,0.058268908123975775
GBA,2002,Simulation,Electronic Arts,0.05,0.02,0.0,0.0,0.06,7.5,0.058268908123975775
XB,2001,Action,Genki,0.05,0.01,0.0,0.0,0.06,2.5,0.058268908123975775
PS,1994,Adventure,Psygnosis,0.04,0.02,0.0,0.0,0.06,7.6,0.058268908123975775
X360,2011,Misc,505 Games,0.05,0.01,0.0,0.0,0.06,7.1,0.058268908123975775
XB,2005,Misc,Take-Two Interactive,0.05,0.01,0.0,0.0,0.06,7.8,0.058268908123975775
PC,2007,Strategy,Microsoft Game Studios,0.0,0.05,0.0,0.01,0.06,8.5,0.058268908123975775
DS,2009,Strategy,Deep Silver,0.06,0.0,0.0,0.0,0.06,7.8,0.058268908123975775
DS,2009,Simulation,505 Games,0.06,0.0,0.0,0.0,0.06,2.4,0.058268908123975775
3DS,2013,Action,Activision,0.03,0.03,0.0,0.01,0.06,7.4,0.058268908123975775
XB,2002,Adventure,Electronic Arts,0.05,0.01,0.0,0.0,0.06,7.6,0.058268908123975775
DC,1998,Adventure,Fortyfive,0.0,0.0,0.06,0.0,0.06,7.6,0.058268908123975775
DS,2010,Adventure,City Interactive,0.05,0.01,0.0,0.0,0.06,7.6,0.058268908123975775
DS,2006,Shooter,Disney Interactive Studios,0.06,0.0,0.0,0.0,0.06,7.4,0.058268908123975775
GBA,2000,Sports,Konami Digital Entertainment,0.05,0.02,0.0,0.0,0.06,7.4,0.058268908123975775
Wii,2008,Fighting,Sega,0.0,0.0,0.06,0.0,0.06,7.6,0.058268908123975775
DC,2000,Adventure,NEC Interchannel,0.0,0.0,0.06,0.0,0.06,7.6,0.058268908123975775
PS2,2005,Action,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.06,6.7,0.058268908123975775
DS,2011,Misc,THQ,0.06,0.0,0.0,0.0,0.06,7.1,0.058268908123975775
XB,2003,Action,Electronic Arts,0.05,0.01,0.0,0.0,0.06,1.5,0.058268908123975775
PC,2013,Racing,Codemasters,0.0,0.06,0.0,0.01,0.06,5.7,0.058268908123975775
Wii,2008,Sports,Activision Value,0.06,0.0,0.0,0.0,0.06,6.0,0.058268908123975775
DS,2010,Misc,Mentor Interactive,0.06,0.0,0.0,0.0,0.06,7.1,0.058268908123975775
PS2,2000,Simulation,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,7.5,0.058268908123975775
WiiU,2015,Misc,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,7.1,0.058268908123975775
PSV,2013,Role-Playing,Nippon Ichi Software,0.01,0.01,0.04,0.01,0.06,6.7,0.058268908123975775
PSP,2006,Shooter,Activision,0.06,0.0,0.0,0.0,0.06,7.0,0.058268908123975775
PSV,2014,Action,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,7.9,0.058268908123975775
GC,2002,Sports,Acclaim Entertainment,0.05,0.01,0.0,0.0,0.06,5.0,0.058268908123975775
GBA,2003,Action,Capcom,0.05,0.02,0.0,0.0,0.06,7.4,0.058268908123975775
PSV,2014,Action,D3Publisher,0.0,0.0,0.06,0.0,0.06,7.4,0.058268908123975775
WiiU,2014,Action,Namco Bandai Games,0.0,0.04,0.02,0.0,0.06,7.8,0.058268908123975775
XB,2002,Sports,Acclaim Entertainment,0.05,0.01,0.0,0.0,0.06,7.7,0.058268908123975775
PSP,2010,Action,Marvelous Interactive,0.0,0.0,0.06,0.0,0.06,7.4,0.058268908123975775
DS,2008,Misc,505 Games,0.06,0.0,0.0,0.0,0.06,7.1,0.058268908123975775
DS,2008,Action,Gamecock,0.06,0.0,0.0,0.0,0.06,7.0,0.058268908123975775
SNES,1993,Misc,Imax,0.0,0.0,0.06,0.0,0.06,7.1,0.058268908123975775
PS2,2003,Racing,Acclaim Entertainment,0.03,0.02,0.0,0.01,0.06,8.6,0.058268908123975775
DS,2007,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,7.4,0.058268908123975775
Wii,2010,Sports,Namco Bandai Games,0.0,0.05,0.0,0.01,0.06,7.4,0.058268908123975775
PSP,2011,Misc,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,7.1,0.058268908123975775
Wii,2009,Fighting,D3Publisher,0.06,0.0,0.0,0.0,0.06,7.6,0.058268908123975775
XOne,2015,Action,Nordic Games,0.04,0.02,0.0,0.01,0.06,7.4,0.058268908123975775
PSP,2010,Fighting,Falcom Corporation,0.0,0.0,0.06,0.0,0.06,7.6,0.058268908123975775
PSP,2006,Fighting,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,7.6,0.058268908123975775
DS,2008,Adventure,Marvelous Interactive,0.0,0.0,0.06,0.0,0.06,7.6,0.058268908123975775
PS,1997,Racing,Sony Computer Entertainment,0.04,0.02,0.0,0.0,0.06,7.4,0.058268908123975775
3DS,2015,Puzzle,Nintendo,0.0,0.0,0.06,0.0,0.06,7.5,0.058268908123975775
Wii,2010,Fighting,Sega,0.04,0.02,0.0,0.01,0.06,6.9,0.058268908123975775
DS,2005,Platform,Konami Digital Entertainment,0.06,0.0,0.0,0.0,0.06,7.7,0.058268908123975775
Wii,2006,Action,Eidos Interactive,0.04,0.01,0.01,0.0,0.06,5.0,0.058268908123975775
DS,2010,Misc,Alchemist,0.0,0.0,0.06,0.0,0.06,7.1,0.058268908123975775
PS2,2009,Misc,D3Publisher,0.0,0.0,0.06,0.0,0.06,7.1,0.058268908123975775
Wii,2009,Misc,Zoo Games,0.06,0.0,0.0,0.0,0.06,7.1,0.058268908123975775
DS,2008,Simulation,Square Enix,0.06,0.0,0.0,0.0,0.06,7.5,0.058268908123975775
DS,2010,Shooter,Activision,0.05,0.01,0.0,0.0,0.06,7.4,0.058268908123975775
GBA,2002,Puzzle,Unknown,0.0,0.0,0.06,0.0,0.06,7.5,0.058268908123975775
PSP,2006,Shooter,Konami Digital Entertainment,0.04,0.0,0.02,0.0,0.06,8.5,0.058268908123975775
PS2,2007,Role-Playing,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,7.8,0.058268908123975775
3DS,2012,Action,Ackkstudios,0.0,0.0,0.06,0.0,0.06,7.4,0.058268908123975775
X360,2012,Fighting,Tecmo Koei,0.03,0.01,0.02,0.0,0.06,7.1,0.058268908123975775
PS2,2004,Sports,Zoo Digital Publishing,0.03,0.02,0.0,0.01,0.06,8.7,0.058268908123975775
PS2,2000,Role-Playing,Sunrise Interactive,0.0,0.0,0.06,0.0,0.06,7.8,0.058268908123975775
GBA,2005,Platform,Ubisoft,0.05,0.02,0.0,0.0,0.06,7.7,0.058268908123975775
PS2,2004,Shooter,Namco Bandai Games,0.03,0.02,0.0,0.01,0.06,7.8,0.058268908123975775
XB,2001,Racing,Electronic Arts,0.05,0.01,0.0,0.0,0.06,5.5,0.058268908123975775
PSV,2016,Misc,Aqua Plus,0.0,0.0,0.06,0.0,0.06,7.1,0.058268908123975775
Wii,2007,Sports,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,7.4,0.058268908123975775
DS,2010,Puzzle,Ubisoft,0.0,0.06,0.0,0.01,0.06,7.5,0.058268908123975775
PSP,2009,Role-Playing,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,7.8,0.058268908123975775
GC,2003,Action,TDK Mediactive,0.05,0.01,0.0,0.0,0.06,7.4,0.058268908123975775
SAT,1998,Simulation,ESP,0.0,0.0,0.06,0.0,0.06,7.5,0.058268908123975775
PSP,2008,Role-Playing,Sega,0.06,0.0,0.0,0.0,0.06,7.5,0.058268908123975775
DS,2011,Platform,Majesco Entertainment,0.06,0.0,0.0,0.0,0.06,8.0,0.058268908123975775
Wii,2007,Fighting,Game Factory,0.06,0.0,0.0,0.0,0.06,4.8,0.058268908123975775
GC,2002,Racing,Electronic Arts,0.05,0.01,0.0,0.0,0.06,6.8,0.058268908123975775
DS,2007,Sports,Atari,0.06,0.0,0.0,0.0,0.06,7.4,0.058268908123975775
GBA,2004,Action,Nintendo,0.0,0.0,0.06,0.0,0.06,7.4,0.058268908123975775
PS3,2013,Adventure,5pb,0.0,0.0,0.06,0.0,0.06,7.6,0.058268908123975775
PS2,2007,Simulation,Sega,0.0,0.0,0.06,0.0,0.06,7.5,0.058268908123975775
DS,2008,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,7.4,0.058268908123975775
DS,2004,Adventure,Ubisoft,0.06,0.0,0.0,0.0,0.06,7.6,0.058268908123975775
PC,2016,Platform,Electronic Arts,0.01,0.05,0.0,0.0,0.06,4.4,0.058268908123975775
GBA,2002,Misc,Sega,0.05,0.02,0.0,0.0,0.06,7.1,0.058268908123975775
PSP,2011,Role-Playing,Atlus,0.0,0.0,0.06,0.0,0.06,7.8,0.058268908123975775
PS2,2004,Role-Playing,Sony Computer Entertainment,0.03,0.02,0.0,0.01,0.06,4.2,0.058268908123975775
PS2,2003,Racing,Sega,0.03,0.02,0.0,0.01,0.06,7.4,0.058268908123975775
GBA,2004,Action,Ubisoft,0.05,0.02,0.0,0.0,0.06,6.2,0.058268908123975775
DS,2010,Simulation,Destineer,0.06,0.0,0.0,0.0,0.06,7.5,0.058268908123975775
PS,1995,Puzzle,Acclaim Entertainment,0.04,0.02,0.0,0.0,0.06,7.5,0.058268908123975775
GC,2004,Misc,Crave Entertainment,0.05,0.01,0.0,0.0,0.06,7.1,0.058268908123975775
PSP,2005,Platform,Take-Two Interactive,0.06,0.0,0.0,0.0,0.06,7.3,0.058268908123975775
PS3,2008,Shooter,SouthPeak Games,0.05,0.0,0.0,0.01,0.06,7.4,0.058268908123975775
DS,2007,Strategy,10TACLE Studios,0.06,0.0,0.0,0.0,0.06,7.8,0.058268908123975775
PSV,2013,Sports,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,7.4,0.058268908123975775
SAT,1994,Shooter,Sega,0.0,0.0,0.06,0.0,0.06,7.4,0.058268908123975775
PS3,2016,Misc,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,7.1,0.058268908123975775
XB,2002,Sports,Ubisoft,0.05,0.01,0.0,0.0,0.06,7.4,0.058268908123975775
3DS,2014,Action,Activision,0.03,0.03,0.0,0.01,0.06,7.4,0.058268908123975775
DS,2011,Simulation,THQ,0.06,0.0,0.0,0.0,0.06,7.5,0.058268908123975775
XB,2005,Shooter,Groove Games,0.05,0.01,0.0,0.0,0.06,5.8,0.058268908123975775
PS3,2016,Role-Playing,Nippon Ichi Software,0.02,0.01,0.03,0.01,0.06,7.0,0.058268908123975775
PS,1998,Shooter,Virgin Interactive,0.04,0.02,0.0,0.0,0.06,7.4,0.058268908123975775
PS,1995,Shooter,Telstar,0.04,0.02,0.0,0.0,0.06,7.4,0.058268908123975775
3DS,2014,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,7.4,0.058268908123975775
PS4,2016,Racing,505 Games,0.0,0.05,0.0,0.01,0.06,6.2,0.058268908123975775
Wii,2008,Sports,Take-Two Interactive,0.06,0.0,0.0,0.0,0.06,5.4,0.058268908123975775
DS,2008,Misc,Benesse,0.0,0.0,0.06,0.0,0.06,7.1,0.058268908123975775
DS,2005,Misc,Nintendo,0.0,0.0,0.06,0.0,0.06,7.1,0.058268908123975775
PSP,2009,Fighting,Square Enix,0.0,0.0,0.06,0.0,0.06,7.6,0.058268908123975775
Wii,2009,Simulation,Nobilis,0.06,0.0,0.0,0.0,0.06,7.5,0.058268908123975775
DS,2007,Strategy,THQ,0.05,0.01,0.0,0.01,0.06,7.9,0.058268908123975775
DS,2011,Platform,505 Games,0.06,0.0,0.0,0.0,0.06,0.9,0.058268908123975775
XOne,2016,Fighting,Namco Bandai Games,0.03,0.02,0.0,0.01,0.06,5.8,0.058268908123975775
XOne,2016,Action,Ubisoft,0.02,0.04,0.0,0.0,0.06,7.7,0.058268908123975775
PC,2014,Sports,Konami Digital Entertainment,0.0,0.06,0.0,0.0,0.06,5.8,0.058268908123975775
DS,2011,Puzzle,City Interactive,0.03,0.02,0.0,0.01,0.06,7.5,0.058268908123975775
DS,2011,Adventure,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,7.6,0.058268908123975775
PSP,2007,Role-Playing,Falcom Corporation,0.0,0.0,0.06,0.0,0.06,7.8,0.058268908123975775
PSV,2016,Adventure,Aksys Games,0.03,0.0,0.02,0.01,0.06,8.3,0.058268908123975775
DS,2006,Shooter,Eidos Interactive,0.06,0.0,0.0,0.0,0.06,6.4,0.058268908123975775
PS2,2002,Action,Tecmo Koei,0.03,0.02,0.0,0.01,0.06,8.6,0.058268908123975775
GBA,2004,Action,Disney Interactive Studios,0.04,0.02,0.0,0.0,0.06,7.4,0.058268908123975775
GBA,2001,Simulation,Konami Digital Entertainment,0.04,0.02,0.0,0.0,0.06,8.0,0.058268908123975775
PSP,2011,Role-Playing,FuRyu,0.0,0.0,0.06,0.0,0.06,7.5,0.058268908123975775
X360,2015,Action,Electronic Arts,0.06,0.0,0.0,0.01,0.06,7.4,0.058268908123975775
PSP,2011,Fighting,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,7.6,0.058268908123975775
DS,2011,Puzzle,Crave Entertainment,0.06,0.0,0.0,0.0,0.06,7.5,0.058268908123975775
PSV,2015,Action,Disney Interactive Studios,0.0,0.05,0.0,0.01,0.06,7.4,0.058268908123975775
Wii,2007,Puzzle,Midas Interactive Entertainment,0.06,0.0,0.0,0.0,0.06,7.5,0.058268908123975775
PS3,2014,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,7.4,0.058268908123975775
PS2,2008,Adventure,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,7.6,0.058268908123975775
Wii,2007,Fighting,Zoo Digital Publishing,0.06,0.0,0.0,0.0,0.06,4.7,0.058268908123975775
GBA,2001,Platform,LEGO Media,0.04,0.02,0.0,0.0,0.06,7.7,0.058268908123975775
3DS,2016,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,7.4,0.058268908123975775
PS,2000,Action,JVC,0.03,0.02,0.0,0.0,0.06,7.4,0.058268908123975775
PSP,2007,Misc,Hudson Entertainment,0.06,0.0,0.0,0.0,0.06,7.8,0.058268908123975775
SNES,1995,Simulation,Pack-In-Video,0.0,0.0,0.06,0.0,0.06,7.5,0.058268908123975775
DS,2010,Simulation,505 Games,0.06,0.0,0.0,0.0,0.06,7.5,0.058268908123975775
X360,2011,Action,Activision,0.05,0.01,0.0,0.0,0.06,4.0,0.058268908123975775
Wii,2008,Racing,Zoo Games,0.06,0.0,0.0,0.0,0.06,7.4,0.058268908123975775
Wii,2007,Shooter,Tommo,0.06,0.0,0.0,0.0,0.06,7.4,0.058268908123975775
PC,2011,Action,Crimson Cow,0.0,0.05,0.0,0.01,0.06,7.4,0.058268908123975775
PS3,2012,Adventure,PQube,0.01,0.02,0.02,0.01,0.06,8.7,0.058268908123975775
PS4,2015,Action,Tecmo Koei,0.03,0.02,0.0,0.01,0.06,7.6,0.058268908123975775
GC,2005,Sports,Crave Entertainment,0.05,0.01,0.0,0.0,0.06,7.4,0.058268908123975775
PC,2011,Strategy,Microsoft Game Studios,0.01,0.04,0.0,0.01,0.06,5.6,0.058268908123975775
PSV,2012,Action,D3Publisher,0.0,0.0,0.06,0.0,0.06,7.9,0.058268908123975775
PS2,2005,Role-Playing,Tecmo Koei,0.03,0.02,0.0,0.01,0.06,7.8,0.058268908123975775
Wii,2008,Adventure,Majesco Entertainment,0.06,0.0,0.0,0.0,0.06,7.6,0.058268908123975775
PS,2002,Simulation,Infogrames,0.03,0.02,0.0,0.0,0.06,7.5,0.058268908123975775
PS,1998,Misc,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,7.1,0.058268908123975775
PS,2000,Sports,Mattel Interactive,0.03,0.02,0.0,0.0,0.06,7.4,0.058268908123975775
Wii,2012,Misc,505 Games,0.0,0.06,0.0,0.01,0.06,7.1,0.058268908123975775
PC,2014,Action,Warner Bros. Interactive Entertainment,0.0,0.06,0.0,0.0,0.06,6.8,0.058268908123975775
DS,2008,Role-Playing,Game Factory,0.06,0.0,0.0,0.0,0.06,7.8,0.058268908123975775
XB,2004,Strategy,Activision Value,0.05,0.01,0.0,0.0,0.06,7.8,0.058268908123975775
DS,2011,Misc,Activision,0.06,0.0,0.0,0.0,0.06,7.1,0.058268908123975775
X360,2011,Shooter,Cave,0.04,0.0,0.01,0.0,0.06,7.4,0.058268908123975775
3DS,2014,Simulation,ArtDink,0.0,0.0,0.06,0.0,0.06,7.5,0.058268908123975775
XB,2005,Misc,Microsoft Game Studios,0.05,0.01,0.0,0.0,0.06,7.1,0.058268908123975775
GBA,2005,Misc,Sega,0.04,0.02,0.0,0.0,0.06,7.1,0.058268908123975775
PS2,2001,Misc,Eidos Interactive,0.03,0.02,0.0,0.01,0.06,7.1,0.058268908123975775
PS2,2001,Simulation,Taito,0.0,0.0,0.06,0.0,0.06,7.5,0.058268908123975775
PS2,2006,Racing,Game Factory,0.03,0.02,0.0,0.01,0.06,7.4,0.058268908123975775
DS,2008,Role-Playing,Nobilis,0.06,0.0,0.0,0.0,0.06,8.0,0.058268908123975775
DS,2011,Puzzle,iWin,0.0,0.05,0.0,0.01,0.06,7.5,0.058268908123975775
PSP,2006,Misc,Daito,0.0,0.0,0.06,0.0,0.06,7.1,0.058268908123975775
DS,2009,Puzzle,Playlogic Game Factory,0.06,0.0,0.0,0.0,0.06,7.5,0.058268908123975775
PC,2014,Action,Warner Bros. Interactive Entertainment,0.02,0.04,0.0,0.0,0.06,6.8,0.058268908123975775
WiiU,2013,Action,Capcom,0.06,0.0,0.0,0.01,0.06,7.9,0.058268908123975775
PS2,2001,Shooter,Interplay,0.03,0.02,0.0,0.01,0.06,6.9,0.058268908123975775
X360,2009,Adventure,5pb,0.0,0.0,0.06,0.0,0.06,7.6,0.058268908123975775
3DS,2014,Adventure,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,7.6,0.058268908123975775
PC,2005,Role-Playing,LucasArts,0.01,0.04,0.0,0.01,0.06,7.8,0.058268908123975775
X360,2014,Racing,Nordic Games,0.03,0.02,0.0,0.01,0.06,4.8,0.058268908123975775
PSV,2015,Role-Playing,Nippon Ichi Software,0.01,0.01,0.04,0.01,0.06,8.8,0.058268908123975775
PS4,2015,Role-Playing,Deep Silver,0.0,0.05,0.0,0.01,0.06,7.8,0.058268908123975775
PS2,2008,Fighting,PQube,0.03,0.02,0.0,0.01,0.06,8.0,0.058268908123975775
PC,2008,Action,Warner Bros. Interactive Entertainment,0.02,0.03,0.0,0.01,0.06,7.8,0.058268908123975775
PS2,2008,Adventure,Atari,0.03,0.02,0.0,0.01,0.06,5.4,0.058268908123975775
PS2,2003,Misc,TDK Mediactive,0.03,0.02,0.0,0.01,0.06,8.0,0.058268908123975775
PSP,2008,Adventure,Alchemist,0.0,0.0,0.06,0.0,0.06,7.6,0.058268908123975775
GC,2005,Fighting,Namco Bandai Games,0.05,0.01,0.0,0.0,0.06,7.6,0.058268908123975775
WiiU,2014,Action,Activision,0.04,0.01,0.0,0.01,0.06,7.4,0.058268908123975775
XB,2003,Sports,Vivendi Games,0.05,0.01,0.0,0.0,0.06,7.4,0.058268908123975775
PS,2001,Sports,Acclaim Entertainment,0.03,0.02,0.0,0.0,0.06,7.4,0.058268908123975775
PS2,2001,Action,Takara,0.0,0.0,0.06,0.0,0.06,7.4,0.058268908123975775
PS2,2009,Sports,Atari,0.03,0.02,0.0,0.01,0.06,7.4,0.058268908123975775
X360,2011,Racing,Activision,0.05,0.01,0.0,0.0,0.06,7.4,0.058268908123975775
PS4,2015,Shooter,Xseed Games,0.03,0.02,0.0,0.01,0.06,7.9,0.058268908123975775
DS,2010,Action,JoWood Productions,0.06,0.0,0.0,0.0,0.06,7.4,0.058268908123975775
GBA,2005,Action,Konami Digital Entertainment,0.04,0.02,0.0,0.0,0.06,7.4,0.058268908123975775
GBA,2002,Puzzle,Empire Interactive,0.04,0.02,0.0,0.0,0.06,7.5,0.058268908123975775
Wii,2010,Racing,Unknown,0.04,0.02,0.0,0.01,0.06,7.4,0.058268908123975775
Wii,2010,Fighting,Takara Tomy,0.0,0.0,0.06,0.0,0.06,7.6,0.058268908123975775
PS3,2012,Action,Sega,0.0,0.0,0.06,0.0,0.06,7.4,0.058268908123975775
SAT,1995,Adventure,Shogakukan,0.0,0.0,0.06,0.0,0.06,7.6,0.058268908123975775
PS2,2006,Adventure,Enterbrain,0.0,0.0,0.06,0.0,0.06,7.6,0.058268908123975775
3DS,2011,Action,Alchemist,0.0,0.0,0.06,0.0,0.06,7.4,0.058268908123975775
XB,2005,Action,Ubisoft,0.05,0.01,0.0,0.0,0.06,7.6,0.058268908123975775
DS,2008,Simulation,Ubisoft,0.05,0.01,0.0,0.0,0.06,7.5,0.058268908123975775
PSP,2010,Misc,D3Publisher,0.0,0.0,0.06,0.0,0.06,7.1,0.058268908123975775
DS,2009,Puzzle,Oxygen Interactive,0.06,0.0,0.0,0.0,0.06,7.5,0.058268908123975775
DS,2009,Strategy,Sega,0.0,0.0,0.06,0.0,0.06,7.8,0.058268908123975775
PS4,2016,Role-Playing,Focus Home Interactive,0.02,0.04,0.0,0.01,0.06,6.7,0.058268908123975775
DS,2007,Action,Starfish,0.06,0.0,0.0,0.0,0.06,7.4,0.058268908123975775
PS3,2016,Action,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,7.4,0.058268908123975775
Wii,2008,Racing,Conspiracy Entertainment,0.06,0.0,0.0,0.0,0.06,7.4,0.058268908123975775
PS2,2008,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,7.4,0.058268908123975775
DS,2009,Simulation,Ubisoft,0.06,0.0,0.0,0.0,0.06,7.5,0.058268908123975775
3DS,2014,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,7.4,0.058268908123975775
DS,2007,Simulation,Electronic Arts,0.0,0.02,0.03,0.0,0.06,7.6,0.058268908123975775
XB,2005,Adventure,Take-Two Interactive,0.05,0.01,0.0,0.0,0.06,8.1,0.058268908123975775
XB,2003,Action,SCi,0.05,0.01,0.0,0.0,0.06,7.4,0.058268908123975775
PC,2010,Racing,Activision,0.01,0.04,0.0,0.01,0.06,7.4,0.058268908123975775
PS3,2014,Strategy,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,7.8,0.058268908123975775
PC,2011,Adventure,Focus Home Interactive,0.0,0.05,0.0,0.01,0.06,7.9,0.058268908123975775
PS2,2002,Action,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.06,7.4,0.058268908123975775
DS,2006,Misc,TDK Core,0.0,0.0,0.06,0.0,0.06,7.1,0.058268908123975775
DS,2008,Simulation,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,7.5,0.058268908123975775
DC,1998,Racing,Infogrames,0.0,0.0,0.06,0.0,0.06,7.4,0.058268908123975775
GBA,2002,Sports,Ubisoft,0.04,0.02,0.0,0.0,0.06,7.4,0.058268908123975775
X360,2011,Racing,Black Bean Games,0.0,0.05,0.0,0.01,0.06,7.4,0.058268908123975775
DS,2008,Puzzle,THQ,0.06,0.0,0.0,0.0,0.06,7.5,0.058268908123975775
Wii,2007,Role-Playing,Sega,0.05,0.0,0.0,0.0,0.06,7.1,0.058268908123975775
GC,2003,Platform,Acclaim Entertainment,0.05,0.01,0.0,0.0,0.06,7.3,0.058268908123975775
